mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
6	6	7/8	7/8	4/4	2	1	V7					Db	VI		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
7	7	0	0	4/4	2	1	I					Db	VI		I		I							M	0	0	-2, 2, -1		-2.0	-2.0	0	7	0.0	0.0	1.5	0.0
7	7	3/8	3/8	4/4	2	1	iii					Db	VI		iii		iii							m	0	0	2, -1, 3		2.0	2.0	0	3	0.0	0.0	0.375	0.0
7	7	1/2	1/2	4/4	2	1	IV					Db	VI		IV		IV							M	0	0	-3, 1, -2		-3.0	-3.0	0	2	0.0	0.0	0.375	0.0
7	7	5/8	5/8	4/4	2	1	V43(9)					Db	VI		V43(9)		V		43	9				Mm7	0	0	0, -3, -1, 3	1	-1.0	0.0	0	3	0.0	0.0	0.625	0.0
7	7	3/4	3/4	4/4	2	1	V64(+6)					Db	VI		V64(+6)		V		64	+6				M	0	0	0, -1, 3	2	-1.0	0.0	0	2	0.0	0.0	0.375	0.0
7	7	7/8	7/8	4/4	2	1	V7					Db	VI		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
8	8	0	0	4/4	2	1	I.vi					Db	I		vi		vi							m	0	0	-2, -5, -1		-2.0	-2.0	3	12	0.2	0.375	2.375	0.13636363636363635
8	8	3/4	3/4	4/4	2	1	bVI+					Db	I		bVI+		bVI	+						+	0	0	-9, -5, -1		-9.0	-9.0	0	5	0.0	0.0	0.875	0.0
8	8	7/8	7/8	4/4	2	1	It6					Db	I		It6	It	vii	o	6	b3	V			It	0	0	-9, -5, 1		1.0	-9.0	0	3	0.0	0.0	0.375	0.0
9	9	0	0	4/4	2	1	V(64)					Db	I		V(64)		V			64				M	0	0	-4, -5, -1		-4.0	-4.0	1	6	0.14285714285714285	0.125	1.125	0.1
9	9	1/4	1/4	4/4	2	1	V7(9)|HC}					Db	I		V7(9)		V		7	9		HC	}	Mm7	0	0	-4, 0, -3, -6	-2	-4.0	-4.0	32	34	0.48484848484848486	2.125	3.8125	0.35789473684210527
10	10	0	0	4/4	2	1	I{					Db	I		I		I						{	M	0	0	-5, -1, -4		-5.0	-5.0	0	6	0.0	0.0	1.625	0.0
10	10	1/4	1/4	4/4	2	1	I6					Db	I		I6		I		6					M	0	0	-1, -4, -5		-5.0	-1.0	1	2	0.3333333333333333	0.125	0.375	0.25
10	10	1/2	1/2	4/4	2	1	IV(9)					Db	I		IV(9)		IV			9				M	0	0	-6, -2, -5	-4	-6.0	-6.0	0	4	0.0	0.0	0.875	0.0
10	10	5/8	5/8	4/4	2	1	IV					Db	I		IV		IV							M	0	0	-6, -2, -5		-6.0	-6.0	0	1	0.0	0.0	0.125	0.0
10	10	3/4	3/4	4/4	2	1	V(6)					Db	I		V(6)		V			6				M	0	0	-4, 0, -1		-4.0	-4.0	0	4	0.0	0.0	0.75	0.0
10	10	7/8	7/8	4/4	2	1	V2					Db	I		V2		V		2					Mm7	0	0	-6, -4, 0, -3		-4.0	-6.0	0	2	0.0	0.0	0.25	0.0
11	11	0	0	4/4	2	1	I6					Db	I		I6		I		6					M	0	0	-1, -4, -5		-5.0	-1.0	1	8	0.1111111111111111	0.125	2.0	0.058823529411764705
11	11	1/2	1/2	4/4	2	1	IV(9)					Db	I		IV(9)		IV			9				M	0	0	-6, -2, -5	-4	-6.0	-6.0	0	4	0.0	0.0	0.875	0.0
11	11	5/8	5/8	4/4	2	1	IV					Db	I		IV		IV							M	0	0	-6, -2, -5		-6.0	-6.0	0	1	0.0	0.0	0.125	0.0
11	11	3/4	3/4	4/4	2	1	V(6)					Db	I		V(6)		V			6				M	0	0	-4, 0, -1		-4.0	-4.0	0	4	0.0	0.0	0.75	0.0
11	11	7/8	7/8	4/4	2	1	V2					Db	I		V2		V		2					Mm7	0	0	-6, -4, 0, -3		-4.0	-6.0	0	2	0.0	0.0	0.25	0.0
12	12	0	0	4/4	2	1	I6					Db	I		I6		I		6					M	0	0	-1, -4, -5		-5.0	-1.0	0	5	0.0	0.0	1.125	0.0
12	12	1/4	1/4	4/4	2	1	I(94)					Db	I		I(94)		I			94				M	0	0	-5, -6, -4	-3	-5.0	-5.0	0	4	0.0	0.0	0.75	0.0
12	12	3/8	3/8	4/4	2	1	I					Db	I		I		I							M	0	0	-5, -1, -4		-5.0	-5.0	0	2	0.0	0.0	0.25	0.0
12	12	1/2	1/2	4/4	2	1	I(97)					Db	I		I(97)		I			97				M	0	0	-5, -1, -4	-3, 0	-5.0	-5.0	0	5	0.0	0.0	0.625	0.0
12	12	5/8	5/8	4/4	2	1	IV					Db	I		IV		IV							M	0	0	-6, -2, -5		-6.0	-6.0	2	5	0.2857142857142857	0.25	1.0	0.2
12	12	7/8	7/8	4/4	2	1	V(6)/ii					Db	I		V(6)/ii		V			6	ii			M	0	0	-2, 2, -6		-2.0	-2.0	0	5	0.0	0.0	0.625	0.0
13	13	0	0	4/4	2	1	V7/ii					Db	I		V7/ii		V		7		ii			Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	0	5	0.0	0.0	0.625	0.0
13	13	1/8	1/8	4/4	2	1	ii					Db	I		ii		ii							m	0	0	-3, -6, -2		-3.0	-3.0	2	5	0.2857142857142857	0.25	1.0	0.2
13	13	3/8	3/8	4/4	2	1	V65/V					Db	I		V65/V		V		65		V			Mm7	0	0	1, -2, -5, -3		-3.0	1.0	2	5	0.2857142857142857	0.125	0.5	0.2
13	13	1/2	1/2	4/4	2	1	V(64)					Db	I		V(64)		V			64				M	0	0	-4, -5, -1		-4.0	-4.0	1	5	0.16666666666666666	0.125	1.125	0.1
13	13	3/4	3/4	4/4	2	1	Ger6					Db	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-9, -5, -8, 1		1.0	-9.0	4	8	0.3333333333333333	1.125	2.625	0.3
14	14	1/2	1/2	4/4	2	1	V(64)					Db	I		V(64)		V			64				M	0	0	-4, -5, -1		-4.0	-4.0	1	5	0.16666666666666666	0.125	1.625	0.07142857142857142
14	14	3/4	3/4	4/4	2	1	V7(6)					Db	I		V7(6)		V		7	6				Mm7	0	0	-4, 0, -1, -6		-4.0	-4.0	1	10	0.09090909090909091	0.25	2.25	0.1
15	15	1/4	1/4	4/4	2	1	I(9)					Db	I		I(9)		I			9				M	0	0	-5, -1, -4	-3	-5.0	-5.0	1	8	0.1111111111111111	0.05	2.7	0.018181818181818184
15	15	1/2	1/2	4/4	2	1	I|PAC}					Db	I		I		I					PAC	}	M	0	0	-5, -1, -4		-5.0	-5.0	0	3	0.0	0.0	1.0	0.0
